protocol_type,service,duration,src_bytes,dst_bytes,logged_in,count,target
tcp,private,0,0,0,0,287,ataque
tcp,other,18418,1,0,0,2,ataque
tcp,http,0,206,689,1,6,normal
tcp,telnet,0,0,0,0,1,normal
tcp,finger,0,7,138,0,1,normal
tcp,other,0,0,0,0,511,ataque
tcp,http,0,219,962,1,8,normal
tcp,private,0,0,0,0,77,ataque
tcp,private,0,0,0,0,246,ataque
udp,domain_u,0,43,74,0,176,normal
tcp,http,0,205,5688,1,1,normal
tcp,http,0,308,632,1,5,normal
tcp,ftp_data,0,12,0,1,2,normal
tcp,ftp_data,0,334,0,1,2,ataque
tcp,http,0,212,1416,1,12,normal
tcp,bgp,0,0,0,0,285,ataque
udp,domain_u,0,46,132,0,80,normal
tcp,http,0,0,0,0,219,ataque
tcp,http,0,209,7355,1,4,normal
tcp,http,0,314,2193,1,2,normal
tcp,http,0,0,0,0,1,normal
udp,other,0,147,0,0,1,normal
tcp,http,0,186,1259,1,10,normal
tcp,http,0,54540,8314,1,3,ataque
tcp,ftp_data,0,383,0,0,2,normal
tcp,ftp_data,0,1153,0,1,3,normal
udp,other,3911,146,105,0,1,normal
tcp,private,0,0,0,0,201,ataque
tcp,sunrpc,0,0,0,0,56,ataque
tcp,private,0,0,0,0,129,ataque
tcp,ftp_data,0,245,0,0,2,normal
udp,domain_u,0,45,75,0,191,normal
tcp,finger,0,10,0,0,1,normal
tcp,private,0,0,0,0,218,ataque
tcp,http,0,205,709,1,15,normal
tcp,http,0,272,4841,1,1,normal
tcp,http,0,305,1247,1,17,normal
tcp,ftp_data,0,11,0,1,2,normal
tcp,private,0,0,0,0,111,ataque
tcp,http,0,227,369,1,5,normal
tcp,http,0,0,0,0,1,normal
tcp,private,0,0,0,0,358,ataque
udp,domain_u,0,44,74,0,182,normal
tcp,http,0,188,3913,1,1,normal
tcp,private,0,0,0,0,190,ataque
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,http,0,318,3163,1,28,normal
tcp,http,0,235,3626,1,30,normal
icmp,ecr_i,0,1032,0,0,465,ataque
tcp,smtp,0,1448,366,1,1,normal
udp,domain_u,0,43,131,0,90,normal
tcp,http,0,208,1660,1,33,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,nntp,0,0,0,0,107,ataque
tcp,daytime,0,0,0,0,151,ataque
icmp,eco_i,0,8,0,0,1,ataque
tcp,ftp_data,0,641,0,1,2,normal
udp,domain_u,0,44,73,0,317,normal
tcp,private,0,0,0,0,176,ataque
tcp,csnet_ns,0,0,0,0,189,ataque
icmp,ecr_i,0,1032,0,0,425,ataque
tcp,private,0,0,0,0,43,ataque
tcp,name,0,0,0,0,254,ataque
udp,ntp_u,0,48,48,0,4,normal
tcp,private,0,0,0,0,139,ataque
tcp,login,0,0,0,0,150,ataque
tcp,smtp,5,1189,390,1,1,normal
tcp,http,0,233,32395,1,15,normal
tcp,private,0,0,0,0,139,ataque
tcp,bgp,0,0,0,0,204,ataque
icmp,ecr_i,0,520,0,0,353,ataque
tcp,http,0,0,280,0,9,normal
tcp,private,0,0,0,0,121,ataque
tcp,http,0,232,6008,1,14,normal
tcp,private,0,0,0,0,147,ataque
udp,domain_u,0,46,128,0,53,normal
tcp,private,0,0,0,0,218,ataque
tcp,http,0,225,1481,1,54,normal
tcp,smtp,3,1104,331,1,1,normal
tcp,courier,0,0,0,0,90,ataque
tcp,http,0,249,8163,1,14,normal
tcp,smtp,2,3337,331,1,1,normal
tcp,http,0,158,18472,1,12,normal
tcp,http,0,207,354,1,31,normal
tcp,http,0,334,1600,1,9,normal
tcp,telnet,0,0,0,0,21,ataque
tcp,efs,0,0,0,0,126,ataque
tcp,private,0,0,0,0,1,ataque
tcp,http,0,228,666,1,4,normal
tcp,smtp,0,796,331,1,1,normal
tcp,http,0,257,290,1,17,normal
tcp,imap4,0,0,0,0,282,ataque
tcp,http,1,353,759161,1,1,normal
tcp,private,0,0,0,0,138,ataque
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,http,0,216,706,1,21,normal
icmp,ecr_i,0,1032,0,0,503,ataque
tcp,http,0,245,555,1,6,normal
tcp,private,27201,1,0,0,2,ataque
tcp,http,0,275,337,1,1,normal
tcp,private,0,0,0,0,104,ataque
tcp,http,0,207,49083,1,4,normal
tcp,http,0,164,37746,1,1,normal
tcp,netbios_ssn,0,0,0,0,27,ataque
icmp,eco_i,0,8,0,0,1,ataque
icmp,eco_i,0,8,0,0,1,ataque
tcp,http,0,311,1262,1,24,normal
tcp,http,0,54540,8314,1,5,ataque
icmp,eco_i,0,30,0,0,1,normal
icmp,urp_i,0,181,0,0,3,normal
udp,other,500,147,105,0,1,normal
tcp,pop_3,0,0,0,0,229,ataque
tcp,ftp_data,0,0,0,0,50,ataque
tcp,http,0,270,44058,1,1,normal
tcp,http,0,363,564,1,10,normal
udp,private,0,207,0,0,2,ataque
tcp,ftp,0,0,0,0,292,ataque
tcp,http,0,294,1600,1,10,normal
udp,domain_u,0,42,42,0,4,normal
icmp,eco_i,0,30,0,0,2,normal
tcp,ftp_data,0,334,0,1,1,ataque
tcp,smtp,0,1867,334,1,1,normal
tcp,http,0,280,320,1,6,normal
tcp,http,0,306,2730,1,6,normal
tcp,shell,0,0,0,0,103,ataque
tcp,private,0,0,0,0,136,ataque
tcp,private,0,0,0,0,123,ataque
tcp,other,0,0,0,0,511,ataque
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,http,0,334,1065,1,7,normal
icmp,ecr_i,0,520,0,0,215,ataque
udp,private,0,28,0,0,40,ataque
tcp,Z39_50,0,0,0,0,182,ataque
tcp,smtp,0,2143,331,1,1,normal
udp,other,4605,146,105,0,4,normal
tcp,http,0,237,7834,1,9,normal
tcp,vmnet,0,0,0,0,270,ataque
udp,domain_u,0,44,140,0,70,normal
tcp,private,0,0,0,0,1,ataque
tcp,http,0,215,337,1,23,normal
tcp,smtp,4,2924,332,1,1,normal
udp,domain_u,0,45,111,0,71,normal
tcp,ftp,24,243,775,1,1,normal
udp,domain_u,0,44,44,0,173,normal
tcp,http,0,338,3660,1,9,normal
tcp,http,0,312,2251,1,24,normal
tcp,telnet,314,243,1604,1,1,normal
tcp,private,0,0,0,0,210,ataque
tcp,ftp_data,0,0,0,0,290,ataque
tcp,http,0,192,1533,1,6,normal
tcp,http,0,54540,8314,1,4,ataque
tcp,pop_3,40339,1,0,0,2,ataque
tcp,http,0,0,0,0,135,ataque
icmp,ecr_i,0,1032,0,0,119,ataque
tcp,private,30197,1,0,0,2,ataque
udp,domain_u,0,126,43,0,293,normal
udp,domain_u,0,44,135,0,80,normal
tcp,daytime,0,0,0,0,204,ataque
tcp,mtp,0,0,0,0,99,ataque
tcp,http,0,205,1600,1,4,normal
udp,private,0,1,0,0,35,ataque
udp,other,2703,147,105,0,4,normal
tcp,http,0,232,2707,1,18,normal
icmp,eco_i,0,30,0,0,1,normal
udp,other,1853,146,105,0,1,normal
tcp,supdup,0,0,0,0,511,ataque
tcp,http,0,195,3712,1,29,normal
tcp,other,0,6601,0,0,18,normal
tcp,smtp,1,1221,334,1,1,normal
tcp,http,0,54540,8314,1,5,ataque
tcp,http,0,1306,1566,1,11,normal
tcp,efs,0,0,0,0,120,ataque
tcp,gopher,0,0,0,0,239,ataque
udp,domain_u,0,41,68,0,196,normal
tcp,http,0,244,688,1,5,normal
tcp,ftp_data,0,5336,0,0,15,normal
udp,other,8875,145,105,0,2,normal
udp,other,3590,146,105,0,2,normal
tcp,private,0,0,0,0,174,ataque
tcp,hostnames,0,0,0,0,193,ataque
tcp,netbios_ssn,0,0,0,0,228,ataque
tcp,private,0,0,0,0,194,ataque
tcp,smtp,0,1090,337,1,1,normal
tcp,Z39_50,0,0,0,0,201,ataque
tcp,http,0,217,798,1,17,normal
tcp,http,0,315,13575,1,2,normal
tcp,ftp_data,0,884,0,1,1,normal
tcp,supdup,0,0,0,0,111,ataque
tcp,http,0,210,11933,1,1,normal
tcp,http,0,335,45893,1,17,normal
icmp,urp_i,0,140,0,0,11,normal
tcp,http,0,205,1274,1,3,normal
tcp,http,0,0,0,0,1,normal
tcp,http,0,187,1976,1,1,normal
tcp,http,0,235,269,1,21,normal
tcp,smtp,7,1293,331,1,1,normal
tcp,smtp,2,2299,325,1,1,normal
tcp,http,0,229,1702,1,34,normal
tcp,http,0,203,4841,1,1,normal
tcp,private,0,0,0,0,133,ataque
tcp,discard,0,0,0,0,231,ataque
tcp,private,0,0,0,0,249,ataque
tcp,finger,3,9,224,0,1,normal
tcp,http,0,226,497,1,1,normal
tcp,smtp,1,1000,326,1,1,normal
tcp,private,0,0,0,0,109,ataque
tcp,http,0,355,254,1,6,normal
icmp,urp_i,0,78,0,0,32,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,http,0,306,1065,1,4,normal
udp,domain_u,0,44,129,0,69,normal
tcp,http,0,220,910,1,30,normal
udp,domain_u,0,46,46,0,13,normal
tcp,smtp,1,852,328,1,1,normal
tcp,private,0,0,0,0,29,ataque
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,private,0,0,0,0,132,ataque
tcp,private,0,0,0,0,232,ataque
icmp,eco_i,0,18,0,0,1,ataque
tcp,ftp_data,0,383,0,1,2,normal
udp,domain_u,0,43,43,0,179,normal
icmp,ecr_i,0,520,0,0,456,ataque
udp,domain_u,0,43,43,0,155,normal
tcp,ftp,31,1205,3380,1,1,normal
tcp,http,0,225,4291,1,5,normal
tcp,nnsp,0,0,0,0,139,ataque
tcp,csnet_ns,0,0,0,0,126,ataque
tcp,http,0,310,1565,1,4,normal
tcp,private,0,0,0,0,114,ataque
tcp,systat,0,0,0,0,219,ataque
tcp,smtp,0,1042,325,1,3,normal
tcp,ftp,0,0,0,0,281,ataque
tcp,smtp,12,900,334,1,1,normal
tcp,http,0,54540,8314,1,5,ataque
tcp,ftp_data,0,567,0,1,1,normal
tcp,private,0,0,0,0,78,ataque
tcp,http,0,300,796,1,2,normal
tcp,http,0,213,6944,1,1,normal
tcp,telnet,0,0,0,0,37,ataque
udp,domain_u,0,44,44,0,285,normal
tcp,http,0,308,430,1,19,normal
tcp,smtp,1,684,329,1,1,normal
tcp,http,0,284,2039,1,10,normal
tcp,private,0,0,0,0,158,ataque
tcp,ftp_data,0,748,0,1,1,normal
tcp,http,0,212,318,1,20,normal
tcp,ftp_data,0,334,0,1,2,ataque
tcp,http,0,219,1629,1,1,normal
udp,domain_u,0,44,73,0,166,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,private,0,0,0,0,128,ataque
tcp,http,0,267,261,1,24,normal
tcp,smtp,0,1361,489,1,1,normal
tcp,http,0,253,9960,1,1,normal
tcp,http,35,212,189,1,10,normal
tcp,http,0,224,6552,1,8,normal
udp,domain_u,0,30,46,0,3,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,private,0,0,0,0,132,ataque
tcp,http,0,219,1899,1,6,normal
tcp,private,0,0,0,0,284,ataque
tcp,private,0,0,0,0,57,ataque
tcp,http,0,212,1953,1,17,normal
udp,domain_u,0,45,45,0,207,normal
tcp,uucp_path,0,0,0,0,204,ataque
udp,private,0,28,0,0,62,ataque
tcp,private,0,0,0,0,135,ataque
tcp,private,22861,1,0,0,2,ataque
tcp,private,0,0,0,0,102,ataque
icmp,urp_i,0,182,0,0,2,normal
tcp,echo,0,0,0,0,110,ataque
tcp,private,0,0,0,0,86,ataque
udp,other,0,146,0,0,3,normal
tcp,ftp_data,0,0,0,0,197,ataque
tcp,http,0,0,0,0,1,normal
tcp,smtp,0,0,0,0,2,normal
tcp,smtp,0,2232,334,1,1,normal
tcp,finger,0,0,0,0,7,ataque
tcp,private,0,0,0,0,233,ataque
tcp,private,1,0,0,0,1,ataque
tcp,http,0,0,0,0,8,normal
tcp,http,0,190,2543,1,7,normal
tcp,http,0,226,369,1,6,normal
tcp,http,0,234,333,1,2,normal
tcp,http,0,271,920,1,20,normal
tcp,private,0,0,0,0,11,ataque
tcp,other,0,0,0,0,449,ataque
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,http,0,229,314,1,5,normal
tcp,http,0,289,670,1,21,normal
tcp,private,0,0,0,0,228,ataque
tcp,ftp,42428,1,0,0,2,ataque
tcp,private,0,0,0,0,102,ataque
tcp,private,0,0,0,0,276,ataque
udp,private,0,28,0,0,26,ataque
tcp,http,0,308,5975,1,1,normal
tcp,private,0,0,0,0,86,ataque
tcp,http,0,234,1408,1,7,normal
tcp,other,0,0,0,0,511,ataque
tcp,http,0,232,4296,1,2,normal
tcp,http,0,311,3800,1,8,normal
tcp,http,0,206,11974,1,9,normal
tcp,http,0,220,3410,1,18,normal
tcp,http,0,220,2714,1,24,normal
tcp,ldap,0,0,0,0,264,ataque
tcp,ftp_data,0,12,0,1,2,normal
tcp,mtp,0,0,0,0,237,ataque
tcp,http,0,331,1719,1,1,normal
tcp,smtp,22,549,325,1,1,normal
tcp,smtp,0,713,328,1,1,normal
tcp,http,0,216,423,1,14,normal
tcp,telnet,0,0,15,0,1,normal
tcp,uucp_path,0,0,0,0,232,ataque
tcp,http,0,219,1919,1,4,normal
tcp,telnet,19,114,3052,1,2,normal
tcp,private,31669,1,0,0,2,ataque
tcp,private,0,0,0,0,111,ataque
tcp,http,0,0,0,0,50,ataque
udp,domain_u,0,24,24,0,3,normal
tcp,vmnet,0,0,0,0,201,ataque
tcp,http,0,224,2950,1,1,normal
tcp,private,0,0,0,0,73,ataque
tcp,private,0,0,0,0,242,ataque
tcp,http,0,298,936,1,4,normal
tcp,login,0,0,0,0,146,ataque
udp,domain_u,0,42,127,0,203,normal
tcp,http,0,231,2222,1,18,normal
tcp,http,0,0,0,0,1,normal
icmp,eco_i,0,18,0,0,1,ataque
tcp,private,0,0,0,0,1,ataque
tcp,http,0,0,0,0,1,normal
tcp,http,0,220,385,1,2,normal
tcp,supdup,0,0,0,0,113,ataque
tcp,private,0,0,0,0,105,ataque
tcp,supdup,0,0,0,0,229,ataque
tcp,http,0,226,1512,1,17,normal
tcp,name,0,0,0,0,261,ataque
tcp,http,0,301,2047,1,12,normal
tcp,courier,0,0,0,0,145,ataque
tcp,private,0,0,0,0,88,ataque
tcp,smtp,1,860,331,1,1,normal
tcp,uucp_path,0,0,0,0,206,ataque
tcp,iso_tsap,0,0,0,0,251,ataque
tcp,smtp,1,875,482,1,1,normal
tcp,smtp,2,1680,326,1,1,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,private,0,0,0,0,110,ataque
tcp,http,0,163,19076,1,1,normal
tcp,netbios_ns,0,0,0,0,85,ataque
tcp,http,0,338,10311,1,5,normal
tcp,private,0,0,0,0,125,ataque
tcp,smtp,3,770,329,1,1,normal
tcp,http,0,322,1246,1,2,normal
tcp,http,0,268,1324,1,10,normal
tcp,http,0,271,326,1,10,normal
tcp,http,0,296,1044,1,2,normal
tcp,supdup,0,0,0,0,162,ataque
tcp,http,0,299,888,1,6,normal
tcp,ftp_data,0,12324,0,1,2,normal
tcp,private,0,0,0,0,84,ataque
tcp,vmnet,0,0,0,0,264,ataque
tcp,private,0,0,0,0,264,ataque
tcp,uucp_path,0,0,0,0,108,ataque
tcp,smtp,17,977,370,1,1,normal
icmp,ecr_i,0,520,0,0,305,ataque
tcp,http,0,198,9534,1,1,normal
tcp,netbios_ssn,0,0,0,0,239,ataque
tcp,ftp_data,0,3834,0,1,1,normal
tcp,http,0,54540,8314,1,4,ataque
tcp,finger,0,8,138,0,1,normal
tcp,telnet,12278,107,4148,1,1,normal
tcp,exec,0,0,0,0,18,ataque
tcp,http,0,328,10713,1,1,normal
tcp,private,0,0,0,0,150,ataque
tcp,private,0,0,0,0,84,ataque
tcp,smtp,12,1033,334,1,1,normal
tcp,http,0,201,1803,1,16,normal
tcp,finger,0,7,0,0,1,normal
tcp,mtp,0,0,0,0,226,ataque
tcp,smtp,0,2364,329,1,2,normal
tcp,http,0,324,981,1,26,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,http,0,217,3142,1,22,normal
tcp,private,0,0,0,0,289,ataque
tcp,smtp,0,758,332,1,1,normal
icmp,ecr_i,0,520,0,0,389,ataque
tcp,private,0,0,0,0,143,ataque
tcp,http,0,277,471,1,4,normal
tcp,iso_tsap,0,0,0,0,275,ataque
tcp,http,0,315,255,1,27,normal
tcp,courier,0,0,0,0,150,ataque
tcp,time,0,0,0,0,233,ataque
tcp,http,0,345,301,1,15,normal
tcp,domain,0,0,0,0,250,ataque
tcp,http,0,313,2531,1,5,normal
udp,domain_u,0,43,71,0,224,normal
udp,private,0,1,0,0,18,ataque
tcp,private,0,0,0,0,193,ataque
tcp,private,0,0,0,0,98,ataque
tcp,http,0,208,2531,1,3,normal
tcp,http,0,298,23004,1,1,normal
icmp,ecr_i,0,1480,0,0,17,ataque
tcp,private,0,0,0,0,128,ataque
tcp,http,0,309,464,1,5,normal
tcp,http,0,218,1769,1,2,normal
tcp,name,0,0,0,0,131,ataque
tcp,http,0,165,9536,1,2,normal
tcp,kshell,0,0,0,0,127,ataque
tcp,uucp,0,0,0,0,116,ataque
icmp,eco_i,0,8,0,0,1,ataque
udp,domain_u,0,45,79,0,93,normal
udp,private,0,215,0,0,1,ataque
udp,domain_u,0,34,50,0,3,normal
tcp,private,0,0,0,0,232,ataque
tcp,http,0,207,120,1,9,normal
tcp,kshell,0,0,0,0,126,ataque
tcp,private,0,0,0,0,29,ataque
tcp,ftp_data,0,35195,0,1,22,normal
tcp,private,0,0,0,0,285,ataque
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,http,0,305,2219,1,2,normal
tcp,smtp,0,693,328,1,1,normal
tcp,nntp,0,0,0,0,130,ataque
tcp,http,0,289,11653,1,1,normal
tcp,time,0,0,0,0,127,ataque
tcp,auth,0,0,0,0,285,ataque
tcp,private,0,0,0,0,197,ataque
tcp,http,0,203,6356,1,8,normal
tcp,http,0,0,0,0,248,ataque
tcp,http,0,235,28746,1,1,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,smtp,0,955,337,1,1,normal
tcp,link,0,0,0,0,216,ataque
tcp,private,0,0,0,0,1,ataque
tcp,http,0,294,1425,1,6,normal
tcp,smtp,1,1053,324,1,1,normal
udp,domain_u,0,45,132,0,68,normal
tcp,smtp,0,800,329,1,1,normal
icmp,eco_i,0,30,0,0,1,normal
tcp,gopher,0,0,0,0,254,ataque
tcp,ftp_data,0,7196,0,1,8,normal
tcp,private,0,0,0,0,1,ataque
tcp,imap4,0,0,0,0,287,ataque
tcp,http,0,298,11960,1,1,normal
tcp,http,0,202,2158,1,27,normal
tcp,private,0,0,0,0,281,ataque
tcp,private,0,0,0,0,121,ataque
tcp,http,0,202,1743,1,11,normal
tcp,private,0,0,0,0,91,ataque
tcp,http,0,337,4874,1,12,normal
tcp,http,0,352,376,1,1,normal
tcp,http,0,333,860,1,12,normal
tcp,sql_net,0,0,0,0,125,ataque
tcp,smtp,3,1378,327,1,1,normal
tcp,http,0,322,2760,1,4,normal
udp,domain_u,28,44,44,0,4,normal
tcp,private,0,0,0,0,221,ataque
tcp,http,0,320,1381,1,3,normal
tcp,other,0,0,0,0,511,ataque
tcp,finger,1,9,28,0,3,ataque
tcp,link,0,0,0,0,146,ataque
tcp,finger,0,0,0,0,34,ataque
tcp,http,0,0,0,0,1,normal
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,finger,0,0,0,0,49,ataque
tcp,http,0,209,21900,1,3,normal
tcp,http,0,212,1448,1,8,normal
tcp,ldap,0,0,0,0,136,ataque
tcp,http,0,195,3197,1,13,normal
tcp,http,0,230,2698,1,2,normal
tcp,ftp,31,706,2077,1,1,normal
tcp,http,0,318,2073,1,20,normal
udp,private,12,105,146,0,2,normal
tcp,private,0,0,0,0,236,ataque
udp,domain_u,0,46,112,0,2,normal
tcp,http,0,326,1285,1,20,normal
tcp,telnet,0,1905,9092,1,1,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,private,0,0,0,0,146,ataque
tcp,private,0,0,0,0,135,ataque
tcp,http,0,208,835,1,7,normal
tcp,private,0,0,0,0,220,ataque
udp,domain_u,0,43,43,0,102,normal
tcp,private,0,0,0,0,1,ataque
tcp,nnsp,0,0,0,0,140,ataque
tcp,sunrpc,0,0,0,0,141,ataque
tcp,smtp,0,11619,1427,1,1,normal
tcp,http,0,266,1639,1,10,normal
udp,domain_u,0,45,134,0,192,normal
tcp,nntp,0,0,0,0,291,ataque
tcp,mtp,0,0,0,0,296,ataque
tcp,http,0,0,0,0,1,normal
tcp,ftp_data,0,501760,0,1,1,normal
tcp,smtp,1,1377,332,1,1,normal
udp,domain_u,0,44,128,0,141,normal
tcp,http,0,231,4542,1,8,normal
tcp,http,0,51992,7300,1,5,ataque
tcp,ctf,0,0,0,0,250,ataque
tcp,http,0,0,0,0,1,normal
tcp,telnet,0,0,0,0,3,ataque
tcp,ftp_data,0,0,0,0,265,ataque
icmp,ecr_i,0,1032,0,0,443,ataque
tcp,bgp,0,0,0,0,251,ataque
tcp,whois,0,0,0,0,254,ataque
tcp,http,0,255,753,1,12,normal
tcp,http,0,0,0,0,4,ataque
tcp,vmnet,0,0,0,0,239,ataque
tcp,private,0,0,0,0,109,ataque
tcp,telnet,0,0,0,0,233,ataque
tcp,telnet,0,0,0,0,23,ataque
tcp,smtp,0,1276,436,1,1,normal
tcp,http,0,315,663,1,39,normal
tcp,http,0,198,313,1,3,normal
tcp,http,0,156,5891,1,13,normal
tcp,uucp_path,0,0,0,0,128,ataque
tcp,http,0,254,2650,1,11,normal
tcp,csnet_ns,0,0,0,0,200,ataque
tcp,private,0,0,0,0,112,ataque
tcp,private,0,0,0,0,199,ataque
tcp,telnet,0,0,0,0,263,ataque
udp,domain_u,0,44,73,0,179,normal
tcp,ftp_data,0,12,0,1,1,normal
tcp,ftp_data,0,641,0,1,2,normal
tcp,private,0,0,0,0,239,ataque
tcp,http,0,193,752,1,1,normal
tcp,nnsp,0,0,0,0,103,ataque
tcp,private,0,0,0,0,367,ataque
tcp,ftp,56,220,692,1,1,normal
tcp,private,37313,1,0,0,2,ataque
tcp,http,0,0,0,0,1,normal
tcp,http,0,200,1492,1,2,normal
tcp,http,0,207,10399,1,4,normal
tcp,http,0,233,942,1,10,normal
udp,domain_u,0,44,101,0,127,normal
tcp,whois,0,0,0,0,7,ataque
tcp,http,0,258,337,1,7,normal
tcp,other,0,0,0,0,510,ataque
tcp,mtp,0,0,0,0,1,ataque
tcp,http,0,246,1465,1,15,normal
tcp,whois,0,0,0,0,291,ataque
tcp,http,0,0,0,0,9,ataque
tcp,http,0,0,0,0,2,normal
tcp,http,0,322,1789,1,14,normal
icmp,eco_i,0,30,0,0,1,normal
tcp,supdup,0,0,0,0,112,ataque
tcp,smtp,1,904,328,1,1,normal
tcp,uucp_path,0,0,0,0,188,ataque
tcp,nntp,0,0,0,0,200,ataque
tcp,http,0,328,864,1,13,normal
tcp,private,0,0,0,0,135,ataque
icmp,eco_i,0,8,0,0,1,ataque
icmp,ecr_i,0,1480,0,0,2,ataque
tcp,private,0,0,0,0,119,ataque
tcp,http,0,238,1112,1,14,normal
tcp,ldap,0,0,0,0,126,ataque
tcp,http,0,0,0,0,1,normal
tcp,http,0,201,1026,1,10,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,ftp_data,12,7045,0,1,2,ataque
udp,other,0,32,0,0,1,ataque
tcp,http,0,196,1078,1,8,normal
icmp,ecr_i,0,1032,0,0,492,ataque
tcp,ldap,0,0,0,0,115,ataque
tcp,smtp,1,1703,334,1,1,normal
tcp,imap4,0,0,0,0,256,ataque
tcp,ftp_data,0,10044,0,1,9,normal
tcp,private,0,0,0,0,186,ataque
udp,private,0,207,0,0,2,ataque
udp,domain_u,0,36,0,0,5,normal
tcp,private,0,0,0,0,104,ataque
tcp,smtp,4,3245,330,1,1,normal
tcp,http,0,286,8368,1,2,normal
udp,domain_u,0,44,132,0,89,normal
tcp,http,0,332,1194,1,8,normal
tcp,http,0,205,16702,1,1,normal
tcp,netbios_ssn,0,0,0,0,113,ataque
tcp,private,0,0,0,0,208,ataque
tcp,http,0,229,479,1,6,normal
tcp,private,0,0,0,0,132,ataque
tcp,uucp_path,0,0,0,0,262,ataque
tcp,http_443,0,0,0,0,124,ataque
udp,other,4065,145,105,0,1,normal
udp,domain_u,0,43,125,0,35,normal
tcp,exec,0,0,0,0,141,ataque
icmp,ecr_i,0,1032,0,0,36,ataque
tcp,http,0,280,1117,1,3,normal
tcp,private,0,0,0,0,137,ataque
tcp,http,0,342,327,1,3,normal
tcp,http,0,0,0,0,1,normal
tcp,private,0,0,0,0,211,ataque
tcp,courier,0,0,0,0,113,ataque
udp,domain_u,0,42,42,0,82,normal
udp,private,0,215,0,0,1,ataque
udp,domain_u,0,45,133,0,208,normal
tcp,http,0,297,2006,1,12,normal
tcp,http,0,0,0,0,2,normal
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,uucp_path,0,0,0,0,117,ataque
tcp,ftp_data,0,192,0,1,2,normal
tcp,smtp,0,1285,330,1,1,normal
udp,domain_u,0,42,132,0,33,normal
tcp,smtp,0,682,334,1,1,normal
tcp,private,0,0,0,0,202,ataque
tcp,http,0,304,1918,1,6,normal
tcp,private,0,0,0,0,130,ataque
tcp,http,0,234,5280,1,8,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,http,0,197,1440,1,33,normal
tcp,http,0,301,1404,1,16,normal
udp,other,0,147,0,0,1,normal
tcp,private,0,0,0,0,220,ataque
tcp,http,0,314,4046,1,47,normal
udp,domain_u,0,43,90,0,223,normal
tcp,http,0,0,0,0,1,normal
tcp,csnet_ns,0,0,0,0,5,ataque
tcp,http,0,350,719,1,41,normal
tcp,http,0,0,0,0,1,normal
udp,domain_u,0,44,44,0,237,normal
tcp,finger,1,10,186,0,3,ataque
tcp,http,0,324,7564,1,2,normal
tcp,http,0,218,5381,1,6,normal
tcp,ftp_data,0,641,0,0,2,normal
tcp,echo,0,0,0,0,118,ataque
tcp,http,0,54540,8314,1,2,ataque
tcp,http,0,327,294,1,3,normal
tcp,private,0,0,0,0,167,ataque
tcp,iso_tsap,0,0,0,0,276,ataque
tcp,http,0,147,3253,1,1,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,http,0,278,6423,1,13,normal
udp,other,1575,147,105,0,2,normal
tcp,ftp,30,1542,4152,1,1,normal
udp,other,9859,147,105,0,1,normal
tcp,telnet,0,0,0,0,37,ataque
tcp,ftp_data,0,245,0,1,2,normal
tcp,private,0,0,0,0,1,ataque
tcp,name,0,0,0,0,190,ataque
tcp,ftp_data,0,0,0,0,2,ataque
udp,other,1105,147,105,0,7,normal
tcp,private,0,0,0,0,200,ataque
udp,domain_u,0,45,114,0,1,normal
tcp,http,0,213,24315,1,66,normal
tcp,http,0,329,1201,1,7,normal
tcp,http,0,324,1694,1,3,normal
tcp,netbios_dgm,0,0,0,0,85,ataque
udp,domain_u,0,45,45,0,84,normal
udp,domain_u,0,46,135,0,77,normal
tcp,http,0,196,1540,1,11,normal
tcp,private,11,0,0,0,1,ataque
tcp,http,0,223,4617,1,14,normal
tcp,smtp,3,1635,410,1,1,normal
tcp,kshell,0,0,0,0,20,ataque
udp,other,0,516,4,0,492,normal
tcp,uucp_path,0,0,0,0,264,ataque
tcp,private,0,0,0,0,1,ataque
tcp,http,0,212,682,1,30,normal
tcp,iso_tsap,0,0,0,0,36,ataque
tcp,systat,0,0,0,0,276,ataque
tcp,http,0,233,6952,1,2,normal
tcp,http,0,0,0,0,251,ataque
tcp,ftp_data,0,3690,0,1,21,normal
tcp,finger,0,0,0,0,273,ataque
icmp,eco_i,0,30,0,0,1,normal
tcp,http,0,207,1824,1,3,normal
tcp,private,0,0,0,0,117,ataque
tcp,http,0,281,1660,1,10,normal
